metro_id,title,price,address,latitude,longitude,link
2,Своб. назнач. 147 м² за 450 004 руб./мес.,,"Автозаводская
⋅
2 минуты пешком
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 13/1",,,https://www.cian.ru/rent/commercial/321008415/
2,Своб. назнач. 570 м² за 2 000 000 руб./мес.,,"Автозаводская
⋅
3 минуты пешком
Москва, ЮАО, р-н Даниловский, м. Автозаводская, 3-й Автозаводский проезд, 4",,,https://www.cian.ru/rent/commercial/322730325/
2,Своб. назнач. 143 м² за 440 000 руб./мес.,,"Автозаводская
⋅
19 минут пешком
Москва, ЮВАО, р-н Южнопортовый, м. Автозаводская, улица 1-я Машиностроения, 5А",,,https://www.cian.ru/rent/commercial/322445412/
2,Своб. назнач. 177 м² за 850 000 руб./мес.,,"Автозаводская
⋅
19 минут пешком
Москва, ЮВАО, р-н Южнопортовый, м. Автозаводская, улица Трофимова, 35/20",,,https://www.cian.ru/rent/commercial/322341965/
2,"Своб. назнач. 147,2 м² за 287 000 руб./мес.",,"Автозаводская
⋅
4 минуты на транспорте
БЦ «во 2-м Южнопортовом проезде, 19к1»
Москва, ЮВАО, р-н Южнопортовый, м. Автозаводская, 2-й Южнопортовый проезд, 19к1",,,https://www.cian.ru/rent/commercial/252520360/
2,Своб. назнач. 750 м² за 1 875 000 руб./мес.,,"Автозаводская
⋅
11 минут пешком
ЖК «Квартал Foriver»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Эдуарда Стрельцова, 2к1",,,https://www.cian.ru/rent/commercial/319061099/
2,"Своб. назнач. 177 м² за 383 500 руб./мес.
КЛАСС B",,"Автозаводская
⋅
1 минута пешком
БЦ «Панорама»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Мастеркова, 4",,,https://www.cian.ru/rent/commercial/322012245/
2,Своб. назнач. 639 м² за 3 184 350 руб./мес.,,"Автозаводская
⋅
11 минут пешком
ЖК «Квартал Foriver»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Эдуарда Стрельцова, 2к1",,,https://www.cian.ru/rent/commercial/322490926/
2,"Своб. назнач. 142,6 м² за 440 000 руб./мес.",,"Автозаводская
⋅
19 минут пешком
Москва, ЮВАО, р-н Южнопортовый, м. Автозаводская, улица 1-я Машиностроения, 5А",,,https://www.cian.ru/rent/commercial/322847994/
2,"Своб. назнач. 260 м² за 550 000 руб./мес.
КЛАСС B",,"Автозаводская
⋅
1 минута пешком
БЦ «Панорама»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Мастеркова, 4",,,https://www.cian.ru/rent/commercial/322067215/
2,Своб. назнач. 274 м² за 719 250 руб./мес.,,"Автозаводская
⋅
5 минут на транспорте
БЦ «ЗИЛ»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 23С85",,,https://www.cian.ru/rent/commercial/323087168/
2,Своб. назнач. 265 м² за 552 000 руб./мес.,,"Автозаводская
⋅
18 минут пешком
Москва, ЮВАО, р-н Южнопортовый, м. Автозаводская, улица 2-я Машиностроения, 11",,,https://www.cian.ru/rent/commercial/323657783/
2,"Своб. назнач. 37 м² за 120 000 руб./мес.
КЛАСС B",,"Автозаводская
⋅
5 минут пешком
БЦ «на ул. Автозаводская, 17к1»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 17К1",,,https://www.cian.ru/rent/commercial/320086264/
2,"Своб. назнач. 115 м² за 575 000 руб./мес.
КЛАСС B",,"Автозаводская
⋅
5 минут пешком
БЦ «на ул. Автозаводская, 17к1»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 17К1",,,https://www.cian.ru/rent/commercial/322864814/
2,"Своб. назнач. 40 м² за 103 334 руб./мес.
КЛАСС B+",,"Автозаводская
⋅
8 минут пешком
БЦ «Симонов Плаза»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Ленинская Слобода, 26С5",,,https://www.cian.ru/rent/commercial/322630928/
2,"Своб. назнач. 2 043,75 м² за 5 450 000 руб./мес.",,"Автозаводская
⋅
10 минут пешком
БЦ «ВТИ»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 14",,,https://www.cian.ru/rent/commercial/322957660/
2,"Своб. назнач. 760 м² за 1 800 000 руб./мес.
КЛАСС B",,"Автозаводская
⋅
1 минута пешком
БЦ «Панорама»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Мастеркова, 4",,,https://www.cian.ru/rent/commercial/322022218/
2,"Своб. назнач. 305 м² за 635 000 руб./мес.
КЛАСС B",,"Автозаводская
⋅
1 минута пешком
БЦ «Панорама»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Мастеркова, 4",,,https://www.cian.ru/rent/commercial/322012468/
